EmployeeID,Age,Gender,Department,Tenure,JobRole,Salary,JobSatisfaction,EngagementScore,PerformanceRating,WorkLifeBalance,DistanceFromHome,TrainingHours,Overtime,EducationLevel,Risk Category
E25983,39,Male,Sales,19,Developer,49868,9,95,5,4,34,27,No,High School,Low Risk
E25984,28,Female,Sales,16,Engineer,68708,1,39,1,1,40,39,Yes,Bachelor's,High Risk
E25985,47,Male,R&D,4,Manager,100668,2,11,1,1,42,17,Yes,Bachelor's,High Risk
E25986,57,Female,Marketing,4,Technician,78487,6,54,3,3,47,46,No,High School,Medium Risk
E25987,24,Female,Sales,20,Engineer,102034,10,78,5,5,2,58,Yes,Master's,Low Risk
E25988,24,Female,Finance,2,Engineer,57186,9,88,5,4,4,30,No,High School,Low Risk
E25989,37,Female,R&D,6,Technician,75756,1,0,1,1,32,63,Yes,High School,High Risk
E25990,47,Female,R&D,15,Technician,98667,10,83,4,5,47,77,No,Bachelor's,Low Risk
E25991,27,Female,Finance,16,Developer,93348,2,14,1,1,30,80,Yes,Bachelor's,High Risk
E25992,26,Female,HR,19,Analyst,108486,7,56,3,2,8,23,No,Bachelor's,Medium Risk
E25993,24,Female,Sales,6,Analyst,69924,5,59,3,2,33,50,No,High School,Medium Risk
E25994,23,Male,HR,4,Analyst,88010,2,4,1,1,34,36,Yes,High School,High Risk
E25995,25,Male,Sales,18,Technician,73010,8,97,4,5,13,38,Yes,Bachelor's,Low Risk
E25996,52,Male,R&D,2,Technician,109033,4,50,3,3,33,77,No,Bachelor's,Medium Risk
E25997,26,Male,HR,3,Analyst,116995,2,22,1,1,42,17,Yes,High School,High Risk
E25998,48,Female,Finance,12,Developer,57391,7,68,3,2,6,83,No,Master's,Medium Risk
E25999,38,Male,Sales,14,Developer,82454,5,51,3,3,13,49,Yes,High School,Medium Risk
E26000,58,Female,Finance,16,Developer,75721,5,62,3,3,28,54,No,Bachelor's,Medium Risk
E26001,38,Female,R&D,6,Analyst,114944,8,99,5,4,9,49,No,High School,Low Risk
E26002,57,Male,R&D,12,Analyst,46756,10,79,5,4,2,61,No,Bachelor's,Low Risk
E26003,54,Male,Marketing,2,Engineer,58960,7,55,3,3,45,29,Yes,High School,Medium Risk
E26004,35,Male,Marketing,15,Technician,96867,4,72,2,3,41,60,No,Master's,Medium Risk
E26005,28,Female,HR,8,Manager,75697,5,54,2,3,2,34,Yes,Master's,Medium Risk
E26006,47,Male,R&D,1,Engineer,47286,6,40,3,3,37,73,No,Bachelor's,Medium Risk
E26007,25,Male,HR,2,Engineer,65156,9,88,4,4,17,18,No,Bachelor's,Low Risk
E26008,47,Female,Marketing,5,Developer,42641,4,61,3,2,21,80,No,Bachelor's,Medium Risk
E26009,50,Female,Finance,1,Engineer,58234,9,84,4,5,22,32,No,Bachelor's,Low Risk
E26010,50,Female,Sales,10,Technician,56565,10,99,4,5,42,65,No,High School,Low Risk
E26011,29,Male,Finance,16,Engineer,85945,7,40,3,3,5,62,No,Bachelor's,Medium Risk
E26012,58,Female,Sales,14,Engineer,48918,3,28,1,1,26,42,Yes,High School,High Risk
E26013,30,Male,Finance,20,Engineer,73588,10,77,4,5,27,19,Yes,Bachelor's,Low Risk
E26014,42,Male,Marketing,12,Developer,63268,4,73,2,2,7,29,No,Master's,Medium Risk
E26015,52,Female,Finance,2,Technician,95609,6,52,2,2,39,82,No,Bachelor's,Medium Risk
E26016,57,Male,R&D,10,Manager,57679,8,90,4,5,20,83,Yes,Master's,Low Risk
E26017,57,Female,Sales,5,Engineer,111959,6,57,3,3,9,13,Yes,High School,Medium Risk
E26018,33,Male,Marketing,6,Engineer,51301,1,12,1,1,10,95,Yes,High School,High Risk
E26019,33,Female,R&D,7,Developer,105841,4,57,2,3,40,35,Yes,High School,Medium Risk
E26020,25,Male,R&D,1,Engineer,117782,8,93,4,4,22,46,No,Master's,Low Risk
E26021,34,Female,R&D,2,Developer,115268,7,46,3,2,27,78,Yes,Master's,Medium Risk
E26022,43,Female,Finance,5,Manager,67629,6,52,3,3,42,42,No,Bachelor's,Medium Risk
E26023,31,Female,Finance,5,Developer,94112,8,87,5,4,21,35,Yes,Bachelor's,Low Risk
E26024,35,Male,Marketing,8,Analyst,86289,9,80,5,4,34,15,No,Bachelor's,Low Risk
E26025,27,Female,Sales,13,Analyst,53299,8,79,4,5,4,96,No,High School,Low Risk
E26026,26,Male,R&D,18,Engineer,73868,9,82,5,4,14,90,No,Bachelor's,Low Risk
E26027,28,Female,Sales,12,Engineer,109416,10,82,4,5,36,57,No,Master's,Low Risk
E26028,38,Female,R&D,18,Developer,116982,5,60,2,2,18,33,No,High School,Medium Risk
E26029,45,Male,HR,16,Developer,98495,6,50,3,2,2,12,Yes,Bachelor's,Medium Risk
E26030,23,Female,HR,15,Technician,53705,2,29,1,1,6,39,Yes,Master's,High Risk
E26031,38,Male,R&D,4,Engineer,100606,5,43,2,2,14,59,Yes,Bachelor's,Medium Risk
E26032,22,Male,R&D,10,Engineer,109593,1,29,1,1,15,46,Yes,Bachelor's,High Risk
E26033,24,Female,R&D,1,Developer,113804,4,63,2,2,17,35,Yes,High School,Medium Risk
E26034,46,Female,R&D,8,Engineer,96346,8,97,4,5,43,82,Yes,Master's,Low Risk
E26035,50,Female,R&D,17,Engineer,67311,4,58,2,3,43,36,No,Bachelor's,Medium Risk
E26036,36,Male,Finance,20,Analyst,91539,3,25,1,1,8,90,Yes,High School,High Risk
E26037,32,Female,Marketing,16,Engineer,73574,8,77,4,4,13,79,Yes,Bachelor's,Low Risk
E26038,57,Female,Marketing,12,Analyst,102317,9,82,5,4,47,67,No,Bachelor's,Low Risk
E26039,29,Male,Finance,2,Manager,64998,5,49,2,3,45,93,No,High School,Medium Risk
E26040,41,Female,Finance,3,Manager,64793,7,74,3,2,5,21,No,Master's,Medium Risk
E26041,31,Male,Finance,12,Developer,68737,4,46,2,3,34,11,No,Bachelor's,Medium Risk
E26042,40,Female,Finance,3,Manager,53865,8,97,5,5,24,40,No,High School,Low Risk
E26043,47,Female,Sales,3,Manager,98693,10,78,5,4,33,10,No,Bachelor's,Low Risk
E26044,23,Female,Finance,15,Manager,51553,6,57,3,2,45,20,No,High School,Medium Risk
E26045,58,Male,Marketing,15,Manager,70904,7,61,2,3,19,42,No,Bachelor's,Medium Risk
E26046,31,Male,HR,2,Developer,87390,6,41,2,2,18,61,No,Bachelor's,Medium Risk
E26047,46,Female,HR,16,Engineer,86988,6,40,3,2,39,87,No,Bachelor's,Medium Risk
E26048,46,Male,Finance,9,Technician,92617,4,68,2,3,30,75,No,Bachelor's,Medium Risk
E26049,40,Male,R&D,11,Engineer,94495,10,84,5,5,48,38,No,High School,Low Risk
E26050,54,Male,R&D,7,Manager,106349,4,50,3,3,3,71,No,Bachelor's,Medium Risk
E26051,38,Female,Sales,11,Manager,91532,8,83,5,4,36,71,No,Bachelor's,Low Risk
E26052,51,Female,HR,10,Technician,85005,4,42,3,2,46,98,No,High School,Medium Risk
E26053,27,Female,R&D,11,Technician,119620,6,70,2,2,23,63,No,Bachelor's,Medium Risk
E26054,42,Male,Sales,14,Developer,54914,8,98,4,5,32,24,Yes,Bachelor's,Low Risk
E26055,34,Male,Marketing,2,Analyst,55500,10,78,5,5,17,34,No,Master's,Low Risk
E26056,57,Male,R&D,17,Manager,64108,8,97,4,5,21,43,No,Master's,Low Risk
E26057,30,Female,Sales,4,Analyst,63784,9,88,4,5,8,74,No,Bachelor's,Low Risk
E26058,23,Male,Finance,2,Technician,104072,7,66,3,2,21,49,Yes,High School,Medium Risk
E26059,24,Female,Sales,15,Developer,118176,1,9,1,1,48,44,Yes,High School,High Risk
E26060,55,Male,Sales,3,Analyst,102015,7,69,2,2,12,62,No,Bachelor's,Medium Risk
E26061,35,Female,Finance,13,Engineer,91342,4,73,2,3,45,45,No,High School,Medium Risk
E26062,34,Female,Finance,10,Analyst,63865,7,64,2,2,29,39,Yes,High School,Medium Risk
E26063,38,Male,HR,13,Manager,109396,4,69,3,3,12,52,No,Bachelor's,Medium Risk
E26064,22,Male,R&D,7,Analyst,107479,2,39,1,1,30,56,Yes,High School,High Risk
E26065,42,Female,Finance,4,Analyst,92195,2,10,1,1,37,70,Yes,High School,High Risk
E26066,48,Male,Finance,20,Technician,97552,6,74,3,2,41,77,No,Bachelor's,Medium Risk
E26067,56,Male,Sales,1,Analyst,47832,3,32,1,1,23,76,Yes,Bachelor's,High Risk
E26068,41,Male,Sales,10,Analyst,47867,8,75,5,4,48,65,No,Master's,Low Risk
E26069,45,Female,Sales,5,Developer,62320,6,53,2,3,40,22,Yes,Bachelor's,Medium Risk
E26070,58,Male,HR,18,Developer,61712,3,17,1,1,42,81,Yes,High School,High Risk
E26071,23,Male,Sales,12,Developer,68322,7,42,3,2,33,28,No,Bachelor's,Medium Risk
E26072,23,Female,Marketing,2,Developer,42808,1,6,1,1,34,88,Yes,Master's,High Risk
E26073,50,Female,HR,20,Analyst,105604,9,89,5,4,17,51,No,Bachelor's,Low Risk
E26074,44,Male,Sales,3,Developer,48141,7,63,3,2,19,55,No,High School,Medium Risk
E26075,32,Male,HR,11,Technician,106022,2,21,1,1,23,96,Yes,Bachelor's,High Risk
E26076,49,Female,Sales,18,Manager,91715,4,56,2,3,7,61,No,High School,Medium Risk
E26077,58,Female,HR,17,Manager,44477,5,52,2,2,6,32,No,Master's,Medium Risk
E26078,39,Male,R&D,18,Manager,65360,10,99,4,5,17,27,No,Bachelor's,Low Risk
E26079,41,Male,Marketing,8,Engineer,81037,5,44,2,2,36,83,No,Bachelor's,Medium Risk
E26080,22,Male,HR,19,Analyst,118649,2,37,1,1,31,79,Yes,High School,High Risk
E26081,40,Female,Marketing,13,Manager,53882,4,49,3,2,27,33,No,Bachelor's,Medium Risk
E26082,57,Male,Finance,5,Engineer,77583,8,91,5,5,14,60,Yes,Bachelor's,Low Risk
E26083,28,Female,Finance,12,Manager,62151,8,100,4,4,6,55,No,Bachelor's,Low Risk
E26084,28,Female,Sales,14,Manager,79560,1,31,1,1,16,85,Yes,Bachelor's,High Risk
E26085,48,Male,Marketing,19,Technician,79743,7,71,3,3,47,60,Yes,Bachelor's,Medium Risk
E26086,47,Female,Marketing,9,Engineer,83728,10,99,5,4,47,38,Yes,Bachelor's,Low Risk
E26087,45,Male,R&D,7,Analyst,53102,10,93,4,4,25,50,Yes,Master's,Low Risk
E26088,23,Female,HR,1,Engineer,109131,2,16,1,1,19,24,Yes,Bachelor's,High Risk
E26089,31,Female,Marketing,19,Technician,99635,3,28,1,1,5,92,Yes,Bachelor's,High Risk
E26090,27,Male,R&D,1,Technician,83497,9,80,5,4,1,32,No,High School,Low Risk
E26091,49,Male,Finance,12,Manager,47889,4,49,3,2,1,19,No,Bachelor's,Medium Risk
E26092,40,Male,Sales,5,Analyst,109684,7,56,2,3,23,23,No,Bachelor's,Medium Risk
E26093,56,Female,Sales,15,Analyst,97737,7,72,2,2,17,64,No,Bachelor's,Medium Risk
E26094,55,Male,Finance,14,Technician,50237,2,28,1,1,42,25,Yes,Bachelor's,High Risk
E26095,45,Male,Marketing,16,Technician,87705,5,65,2,3,11,10,No,Bachelor's,Medium Risk
E26096,50,Female,Finance,19,Engineer,53239,6,74,2,2,20,71,Yes,Bachelor's,Medium Risk
E26097,50,Female,Sales,10,Engineer,61884,5,67,2,2,23,10,No,Bachelor's,Medium Risk
E26098,43,Male,Marketing,16,Engineer,98381,3,37,1,1,21,46,Yes,Bachelor's,High Risk
E26099,23,Male,Finance,14,Engineer,106500,6,68,3,3,14,58,No,Master's,Medium Risk
E26100,24,Female,HR,6,Analyst,102264,9,76,4,5,36,57,No,High School,Low Risk
E26101,49,Male,R&D,5,Manager,87789,6,67,3,3,17,48,Yes,Bachelor's,Medium Risk
E26102,31,Female,Marketing,4,Engineer,62948,3,39,1,1,30,19,Yes,Master's,High Risk
E26103,27,Female,HR,6,Analyst,62864,5,42,3,2,13,16,No,High School,Medium Risk
E26104,40,Male,R&D,9,Technician,74865,6,71,2,2,17,91,No,High School,Medium Risk
E26105,29,Female,HR,14,Developer,108669,5,53,2,2,16,61,No,Bachelor's,Medium Risk
E26106,52,Female,HR,3,Manager,62826,9,84,5,5,4,45,No,High School,Low Risk
E26107,43,Male,Sales,8,Engineer,104839,10,88,5,5,25,92,No,Bachelor's,Low Risk
E26108,57,Female,R&D,2,Manager,46171,8,92,4,4,15,39,No,Bachelor's,Low Risk
E26109,24,Female,Marketing,15,Engineer,75980,6,49,3,2,23,78,No,Bachelor's,Medium Risk
E26110,31,Female,R&D,15,Engineer,74944,5,50,2,2,30,18,No,High School,Medium Risk
E26111,58,Female,R&D,20,Engineer,62500,1,28,1,1,45,27,Yes,Bachelor's,High Risk
E26112,26,Male,R&D,18,Manager,91886,2,13,1,1,17,89,Yes,High School,High Risk
E26113,59,Male,HR,1,Analyst,44711,6,69,3,2,32,81,No,High School,Medium Risk
E26114,24,Male,Sales,14,Technician,119230,6,48,2,3,4,46,Yes,Bachelor's,Medium Risk
E26115,54,Male,Finance,7,Manager,66132,8,80,5,5,39,10,No,Bachelor's,Low Risk
E26116,48,Female,Finance,1,Manager,53720,10,75,5,4,27,59,No,High School,Low Risk
E26117,55,Male,Marketing,9,Engineer,40625,10,80,5,4,35,76,Yes,Bachelor's,Low Risk
E26118,50,Male,Marketing,7,Manager,103172,4,42,3,2,32,25,No,Bachelor's,Medium Risk
E26119,55,Male,R&D,8,Developer,57833,10,100,4,4,7,30,No,High School,Low Risk
E26120,29,Female,Finance,4,Technician,71197,10,93,4,4,37,76,Yes,High School,Low Risk
E26121,57,Female,R&D,10,Manager,73829,4,63,2,3,10,49,No,Bachelor's,Medium Risk
E26122,26,Female,HR,17,Manager,58759,7,67,2,2,24,44,No,Bachelor's,Medium Risk
E26123,50,Female,Finance,8,Analyst,80858,4,57,3,2,26,26,Yes,Bachelor's,Medium Risk
E26124,57,Female,HR,18,Analyst,111176,4,65,3,2,39,58,Yes,Master's,Medium Risk
E26125,46,Male,Sales,9,Developer,112485,9,89,4,4,34,90,No,High School,Low Risk
E26126,44,Male,Finance,6,Manager,86240,8,100,5,4,3,42,No,Bachelor's,Low Risk
E26127,24,Female,Marketing,6,Engineer,109958,9,77,5,4,30,66,Yes,Bachelor's,Low Risk
E26128,35,Female,Finance,15,Technician,48988,8,79,5,4,6,56,No,Bachelor's,Low Risk
E26129,53,Female,Finance,12,Technician,84963,4,57,2,3,36,88,No,Bachelor's,Medium Risk
E26130,58,Female,Finance,18,Technician,90237,5,56,3,3,49,24,No,Bachelor's,Medium Risk
E26131,40,Male,R&D,7,Engineer,67013,4,43,3,3,44,18,Yes,Bachelor's,Medium Risk
E26132,50,Female,R&D,19,Engineer,105469,4,52,3,3,29,28,Yes,High School,Medium Risk
E26133,33,Female,Sales,4,Technician,108978,2,14,1,1,40,54,Yes,Bachelor's,High Risk
E26134,37,Male,HR,15,Developer,103723,10,90,5,5,13,33,No,High School,Low Risk
E26135,22,Female,Marketing,9,Technician,98853,8,75,5,5,4,99,No,High School,Low Risk
E26136,22,Male,HR,19,Manager,44514,7,74,3,3,23,75,Yes,Master's,Medium Risk
E26137,54,Female,Sales,11,Analyst,57006,6,49,2,2,27,67,Yes,Master's,Medium Risk
E26138,51,Male,Finance,12,Technician,77199,5,41,3,2,30,64,Yes,Master's,Medium Risk
E26139,53,Male,HR,11,Developer,95311,7,52,3,2,19,30,No,High School,Medium Risk
E26140,34,Female,Marketing,1,Manager,40595,8,86,4,5,44,92,No,High School,Low Risk
E26141,38,Male,R&D,11,Technician,115946,4,74,2,2,38,52,No,High School,Medium Risk
E26142,38,Female,Finance,18,Engineer,111410,9,83,5,4,46,90,Yes,High School,Low Risk
E26143,52,Male,Sales,1,Technician,118938,4,42,3,3,38,44,No,Bachelor's,Medium Risk
E26144,23,Female,Finance,18,Engineer,99487,1,27,1,1,43,43,Yes,High School,High Risk
E26145,41,Male,Finance,1,Analyst,112829,9,98,4,5,22,77,Yes,High School,Low Risk
E26146,26,Male,HR,18,Developer,106717,10,80,5,5,5,70,No,Bachelor's,Low Risk
E26147,40,Male,Sales,13,Engineer,74903,9,84,4,5,44,90,No,Bachelor's,Low Risk
E26148,40,Male,Finance,12,Manager,63775,8,88,4,4,38,66,No,High School,Low Risk
E26149,29,Male,R&D,16,Developer,94214,4,65,2,3,21,98,Yes,Bachelor's,Medium Risk
E26150,29,Male,HR,12,Engineer,116070,5,47,3,2,45,33,Yes,Bachelor's,Medium Risk
E26151,45,Female,Marketing,10,Engineer,104634,3,22,1,1,7,59,Yes,Bachelor's,High Risk
E26152,47,Female,R&D,16,Analyst,107278,6,58,2,3,35,86,Yes,High School,Medium Risk
E26153,41,Male,R&D,20,Manager,100685,10,91,4,5,44,22,No,High School,Low Risk
E26154,39,Male,HR,8,Manager,56985,10,98,5,4,28,15,Yes,High School,Low Risk
E26155,51,Female,Sales,4,Analyst,90294,10,86,5,4,32,24,No,High School,Low Risk
E26156,34,Female,Finance,8,Technician,103036,9,82,4,4,35,11,No,Bachelor's,Low Risk
E26157,30,Female,Marketing,14,Technician,41116,7,64,3,3,6,26,Yes,Bachelor's,Medium Risk
E26158,23,Female,Finance,5,Technician,87601,8,80,5,4,18,78,No,High School,Low Risk
E26159,35,Male,HR,1,Engineer,73265,2,30,1,1,11,81,Yes,Bachelor's,High Risk
E26160,29,Male,R&D,18,Engineer,48448,4,46,2,3,27,26,No,Bachelor's,Medium Risk
E26161,42,Male,Marketing,6,Manager,67057,4,70,2,3,44,63,No,Bachelor's,Medium Risk
E26162,53,Male,Sales,8,Developer,99765,7,73,3,3,30,11,No,Master's,Medium Risk
E26163,26,Female,R&D,20,Developer,102358,5,58,2,3,12,41,No,Bachelor's,Medium Risk
E26164,22,Female,Sales,18,Analyst,66618,6,68,3,2,35,18,No,Bachelor's,Medium Risk
E26165,55,Female,HR,2,Technician,52102,6,65,3,3,30,97,No,Master's,Medium Risk
E26166,32,Male,Marketing,20,Analyst,104148,8,96,5,5,40,31,No,Master's,Low Risk
E26167,44,Male,Marketing,6,Analyst,104278,1,4,1,1,8,48,Yes,High School,High Risk
E26168,35,Male,R&D,14,Engineer,81946,10,90,4,5,7,19,Yes,Bachelor's,Low Risk
E26169,34,Female,HR,5,Technician,78963,6,56,2,3,25,54,No,Master's,Medium Risk
E26170,56,Male,Marketing,6,Analyst,114197,4,62,2,2,41,53,Yes,Master's,Medium Risk
E26171,25,Female,R&D,11,Analyst,51164,8,88,4,5,38,80,No,Bachelor's,Low Risk
E26172,48,Female,Marketing,17,Developer,111454,10,95,4,4,11,34,No,High School,Low Risk
E26173,52,Male,HR,8,Developer,74591,8,95,4,5,37,11,Yes,Bachelor's,Low Risk
E26174,55,Female,HR,14,Manager,61631,5,59,2,2,7,41,Yes,High School,Medium Risk
E26175,36,Male,R&D,1,Manager,108218,6,60,3,2,33,93,Yes,High School,Medium Risk
E26176,22,Female,R&D,7,Developer,57280,6,40,2,2,19,31,No,Bachelor's,Medium Risk
E26177,27,Male,Finance,14,Engineer,105439,5,40,2,3,30,65,No,High School,Medium Risk
E26178,31,Male,R&D,12,Developer,72662,10,75,5,4,32,56,Yes,Bachelor's,Low Risk
E26179,41,Female,Marketing,17,Analyst,51261,5,59,2,3,6,87,Yes,High School,Medium Risk
E26180,47,Female,Sales,1,Technician,86261,4,73,3,3,24,76,Yes,Bachelor's,Medium Risk
E26181,25,Male,HR,17,Developer,116669,4,61,2,3,5,22,No,Master's,Medium Risk
E26182,56,Female,Finance,6,Manager,62875,5,66,2,2,34,66,No,Bachelor's,Medium Risk
E26183,50,Male,Finance,2,Technician,60208,7,40,2,3,5,37,No,Master's,Medium Risk
E26184,48,Female,Finance,20,Analyst,104642,8,75,4,5,46,63,No,High School,Low Risk
E26185,26,Male,Marketing,1,Manager,70019,4,69,3,2,18,81,Yes,High School,Medium Risk
E26186,52,Female,HR,6,Analyst,46724,10,90,5,5,38,98,No,High School,Low Risk
E26187,56,Female,Marketing,11,Engineer,115577,6,52,2,3,36,77,No,Bachelor's,Medium Risk
E26188,59,Female,HR,3,Engineer,90374,10,95,4,5,48,63,Yes,High School,Low Risk
E26189,41,Female,HR,20,Analyst,75914,1,33,1,1,42,19,Yes,High School,High Risk
E26190,24,Female,Finance,17,Manager,94908,4,66,3,2,29,42,Yes,High School,Medium Risk
E26191,58,Female,Marketing,14,Developer,102286,7,47,2,2,8,33,No,High School,Medium Risk
E26192,52,Male,R&D,5,Engineer,76768,6,54,2,3,20,61,Yes,Master's,Medium Risk
E26193,47,Male,R&D,12,Manager,105478,3,24,1,1,35,32,Yes,Bachelor's,High Risk
E26194,44,Female,Sales,8,Developer,52530,4,44,3,2,9,48,No,Bachelor's,Medium Risk
E26195,34,Female,Sales,14,Engineer,63541,9,97,5,5,16,42,No,Bachelor's,Low Risk
E26196,26,Female,Marketing,5,Engineer,56752,1,37,1,1,44,38,Yes,Master's,High Risk
E26197,54,Male,Finance,6,Developer,87912,6,59,2,3,15,40,No,Master's,Medium Risk
E26198,57,Male,R&D,5,Analyst,85526,5,40,2,2,40,74,Yes,Bachelor's,Medium Risk
E26199,27,Female,R&D,10,Developer,78480,3,28,1,1,34,62,Yes,High School,High Risk
E26200,47,Female,Marketing,10,Manager,73841,10,99,5,5,38,27,No,Bachelor's,Low Risk
E26201,57,Female,HR,2,Manager,56185,8,99,5,5,20,17,Yes,Bachelor's,Low Risk
E26202,57,Female,Finance,16,Developer,40004,6,65,2,2,24,14,No,Bachelor's,Medium Risk
E26203,24,Male,Marketing,18,Engineer,98014,7,67,3,3,33,30,Yes,Bachelor's,Medium Risk
E26204,50,Male,Finance,15,Engineer,105323,7,49,3,3,10,66,Yes,Bachelor's,Medium Risk
E26205,27,Male,HR,2,Technician,115721,6,49,2,3,19,84,No,Master's,Medium Risk
E26206,51,Female,Sales,4,Manager,81953,4,52,2,3,29,76,Yes,Bachelor's,Medium Risk
E26207,50,Male,Sales,9,Analyst,89975,4,49,2,3,39,92,No,Bachelor's,Medium Risk
E26208,31,Male,Sales,5,Technician,55743,1,32,1,1,20,87,Yes,High School,High Risk
E26209,58,Male,HR,10,Manager,100442,10,79,4,4,29,24,No,Bachelor's,Low Risk
E26210,34,Female,R&D,11,Analyst,46875,6,42,3,3,34,13,Yes,Master's,Medium Risk
E26211,55,Female,HR,14,Analyst,42585,7,67,2,3,17,21,Yes,Bachelor's,Medium Risk
E26212,25,Female,Finance,4,Analyst,82674,7,51,3,3,23,61,No,Bachelor's,Medium Risk
E26213,39,Male,HR,14,Manager,64416,6,57,2,3,49,91,Yes,High School,Medium Risk
E26214,34,Female,R&D,2,Manager,52587,8,88,5,4,27,84,No,Bachelor's,Low Risk
E26215,22,Female,Finance,2,Developer,94992,5,53,3,3,39,16,No,Bachelor's,Medium Risk
E26216,32,Male,Finance,14,Developer,55444,6,57,2,3,43,79,No,High School,Medium Risk
E26217,43,Male,Finance,8,Engineer,89590,5,40,3,2,25,34,No,Bachelor's,Medium Risk
E26218,50,Female,HR,7,Developer,73565,7,69,3,3,1,16,No,Bachelor's,Medium Risk
E26219,54,Male,Finance,17,Developer,89580,4,52,2,2,15,94,Yes,Bachelor's,Medium Risk
E26220,22,Male,R&D,6,Engineer,81341,5,64,2,2,1,34,No,Bachelor's,Medium Risk
E26221,28,Male,Sales,13,Manager,87972,6,68,3,3,11,58,No,Bachelor's,Medium Risk
E26222,46,Male,HR,10,Technician,77299,4,46,3,2,21,73,No,Bachelor's,Medium Risk
E26223,51,Female,R&D,5,Engineer,56001,4,47,2,2,44,91,Yes,Bachelor's,Medium Risk
E26224,35,Male,Marketing,18,Technician,76221,6,61,2,3,7,85,Yes,High School,Medium Risk
E26225,27,Male,R&D,14,Manager,42956,10,96,4,5,18,36,No,High School,Low Risk
E26226,26,Male,Sales,15,Manager,88282,9,79,5,4,15,61,Yes,High School,Low Risk
E26227,45,Female,R&D,10,Developer,112701,3,6,1,1,12,15,Yes,High School,High Risk
E26228,44,Female,Sales,13,Analyst,42368,4,73,2,2,4,47,Yes,High School,Medium Risk
E26229,50,Male,Sales,20,Developer,50273,5,51,2,2,17,34,No,Master's,Medium Risk
E26230,33,Female,Sales,13,Analyst,117810,8,80,5,4,18,32,No,Master's,Low Risk
E26231,33,Male,Finance,11,Analyst,76377,1,15,1,1,40,70,Yes,High School,High Risk
E26232,59,Male,Finance,19,Engineer,57817,7,45,3,3,42,85,No,High School,Medium Risk
E26233,38,Male,R&D,20,Engineer,96435,1,39,1,1,21,32,Yes,Master's,High Risk
E26234,47,Male,HR,14,Analyst,51920,3,26,1,1,46,69,Yes,Bachelor's,High Risk
E26235,36,Male,Marketing,9,Technician,62985,2,29,1,1,49,88,Yes,High School,High Risk
E26236,34,Male,R&D,4,Manager,41141,1,0,1,1,47,14,Yes,Bachelor's,High Risk
E26237,45,Male,Finance,16,Engineer,55687,9,85,4,5,22,73,No,Bachelor's,Low Risk
E26238,49,Male,Finance,19,Technician,51159,1,18,1,1,18,19,Yes,High School,High Risk
E26239,43,Female,Sales,10,Technician,106161,8,90,5,4,23,86,No,Bachelor's,Low Risk
E26240,52,Male,R&D,16,Analyst,87590,3,26,1,1,26,43,Yes,Bachelor's,High Risk
E26241,57,Female,Sales,3,Developer,87956,10,94,5,5,11,80,No,Bachelor's,Low Risk
E26242,48,Male,Sales,13,Developer,96392,5,51,3,3,44,61,Yes,Bachelor's,Medium Risk
E26243,31,Female,Sales,13,Engineer,43928,9,77,4,5,37,27,No,Bachelor's,Low Risk
E26244,30,Female,HR,4,Developer,59081,7,43,3,2,31,23,No,Bachelor's,Medium Risk
E26245,41,Male,Finance,13,Manager,116469,10,84,5,5,9,49,Yes,Bachelor's,Low Risk
E26246,27,Female,Finance,5,Analyst,55455,5,74,3,2,38,46,Yes,Bachelor's,Medium Risk
E26247,42,Male,HR,7,Analyst,53977,2,10,1,1,31,83,Yes,Master's,High Risk
E26248,33,Female,Finance,8,Analyst,118413,4,47,2,2,43,86,No,High School,Medium Risk
E26249,55,Male,R&D,19,Engineer,41993,10,83,4,4,43,23,Yes,Bachelor's,Low Risk
E26250,43,Female,R&D,17,Engineer,93837,6,47,2,3,36,25,No,Bachelor's,Medium Risk
E26251,37,Male,Sales,19,Developer,107608,9,82,5,5,45,20,No,High School,Low Risk
E26252,26,Female,R&D,19,Analyst,112491,4,65,3,2,40,96,Yes,Master's,Medium Risk
E26253,40,Female,Marketing,16,Analyst,112718,3,23,1,1,14,40,Yes,Bachelor's,High Risk
E26254,49,Female,Finance,17,Developer,88143,7,74,2,2,22,58,No,Bachelor's,Medium Risk
E26255,41,Male,Sales,12,Engineer,90028,8,84,4,4,37,72,No,High School,Low Risk
E26256,42,Female,Marketing,2,Analyst,109751,7,64,3,2,35,66,Yes,Bachelor's,Medium Risk
E26257,59,Male,Finance,13,Manager,78413,2,9,1,1,7,65,Yes,High School,High Risk
E26258,33,Female,Marketing,2,Developer,72780,8,91,4,5,11,56,No,Bachelor's,Low Risk
E26259,51,Male,R&D,13,Engineer,43873,7,41,3,2,2,30,Yes,Bachelor's,Medium Risk
E26260,48,Female,Sales,13,Engineer,55751,4,70,2,3,1,66,No,Bachelor's,Medium Risk
E26261,25,Female,HR,1,Engineer,42887,6,64,2,3,2,50,No,Bachelor's,Medium Risk
E26262,56,Female,R&D,15,Developer,101089,3,33,1,1,30,91,Yes,Bachelor's,High Risk
E26263,29,Male,Marketing,5,Developer,64611,5,71,2,3,39,25,No,Master's,Medium Risk
E26264,32,Female,HR,15,Developer,106406,5,59,3,3,32,73,No,Bachelor's,Medium Risk
E26265,37,Male,Finance,10,Analyst,118613,7,62,2,2,44,84,No,Bachelor's,Medium Risk
E26266,47,Female,Marketing,7,Developer,116321,9,85,5,5,19,99,No,Bachelor's,Low Risk
