EmployeeID,Age,Gender,Department,Tenure,JobRole,Salary,JobSatisfaction,EngagementScore,PerformanceRating,Overtime,DistanceFromHome,EducationLevel,TrainingHours,WorkLifeBalance
E12328,47,Male,IT,7,Manager,64572,4,98,2,No,28,PhD,43,2
E12329,33,Female,Marketing,7,Sales Executive,98828,5,95,1,Yes,17,Master's,77,2
E12330,23,Female,Sales,17,Analyst,56865,3,50,4,Yes,26,PhD,75,1
E12331,38,Male,Finance,5,Sales Executive,50615,2,83,5,Yes,15,High School,21,5
E12332,56,Female,Finance,10,R&D Engineer,53148,2,83,4,Yes,27,Bachelor's,78,3
E12333,31,Male,HR,15,Developer,44062,4,93,1,Yes,8,Bachelor's,23,5
E12334,43,Male,R&D,13,R&D Engineer,47582,4,59,2,Yes,1,Master's,70,2
E12335,42,Male,Marketing,14,Sales Executive,71639,3,90,5,Yes,13,PhD,33,2
E12336,36,Male,Finance,17,Analyst,50205,1,89,4,Yes,1,Bachelor's,45,4
E12337,56,Male,Sales,7,Developer,119635,4,51,2,Yes,11,High School,36,3
E12338,42,Female,Finance,4,Manager,60993,2,52,3,No,7,Master's,21,4
E12339,42,Male,IT,9,Manager,86539,3,80,2,Yes,22,Master's,69,4
E12340,42,Female,Marketing,19,Analyst,49785,1,80,3,Yes,21,Master's,49,3
E12341,53,Male,HR,14,Analyst,102773,3,70,5,No,10,PhD,41,4
E12342,26,Male,Sales,3,R&D Engineer,44350,4,76,5,Yes,4,PhD,32,4
E12343,30,Male,IT,4,Analyst,42323,2,71,4,Yes,10,PhD,46,4
E12344,39,Female,Finance,2,R&D Engineer,60040,3,67,1,No,22,Master's,43,5
E12345,42,Male,Marketing,8,Sales Executive,77466,2,90,2,No,16,PhD,38,3
E12346,29,Male,Marketing,2,Manager,44804,4,97,4,No,12,High School,21,5
E12347,55,Female,Sales,4,Manager,42194,3,96,1,No,8,PhD,43,2
E12348,31,Female,HR,2,Manager,101028,1,55,1,Yes,3,Master's,76,4
E12349,45,Male,IT,4,Developer,73551,4,65,5,Yes,3,High School,56,3
E12350,45,Male,R&D,9,HR Specialist,56372,2,95,3,No,7,Bachelor's,70,4
E12351,53,Male,HR,2,Analyst,72661,4,89,4,No,24,PhD,56,4
E12352,54,Female,Sales,17,Developer,41172,1,81,5,Yes,10,Master's,31,1
E12353,59,Male,Sales,1,HR Specialist,55803,5,85,2,Yes,13,Master's,23,1
E12354,55,Female,IT,6,Analyst,48993,5,51,2,Yes,12,High School,28,3
E12355,32,Male,Marketing,16,HR Specialist,57604,4,50,4,Yes,15,Bachelor's,26,4
E12356,52,Female,Marketing,4,Manager,105999,3,82,5,No,24,PhD,72,5
E12357,39,Female,IT,5,HR Specialist,48671,5,68,1,Yes,29,High School,78,5
E12358,44,Male,HR,5,Analyst,60045,4,60,1,No,22,PhD,75,5
E12359,43,Male,IT,9,Developer,99540,4,79,5,No,23,High School,53,1
E12360,39,Female,R&D,5,Analyst,56827,1,78,4,No,24,Master's,47,4
E12361,41,Male,Marketing,2,HR Specialist,85161,1,60,3,No,23,High School,55,5
E12362,34,Female,HR,7,R&D Engineer,70153,4,64,3,Yes,20,High School,33,5
E12363,22,Female,Finance,15,HR Specialist,101711,1,76,5,No,7,High School,33,1
E12364,25,Male,HR,8,Analyst,112886,1,79,5,No,20,Bachelor's,52,3
E12365,45,Female,Marketing,3,Manager,48184,3,84,3,Yes,11,High School,54,4
E12366,57,Male,Sales,11,Analyst,51402,3,76,1,Yes,18,High School,60,4
E12367,57,Female,HR,10,R&D Engineer,91197,4,71,5,No,19,Master's,22,3
E12368,23,Male,HR,4,Analyst,86196,2,67,5,Yes,22,High School,59,1
E12369,49,Male,Sales,12,HR Specialist,118515,3,77,5,No,15,PhD,76,1
E12370,47,Male,Marketing,13,Sales Executive,89226,1,75,3,No,16,Bachelor's,52,4
E12371,44,Female,Finance,7,HR Specialist,55421,3,87,3,Yes,21,High School,75,3
E12372,36,Male,Finance,19,HR Specialist,66593,3,72,2,Yes,15,PhD,70,1
E12373,57,Female,IT,16,HR Specialist,108729,2,78,4,No,20,High School,27,3
E12374,48,Female,Finance,10,R&D Engineer,44102,2,53,2,Yes,20,Master's,60,3
E12375,27,Male,Finance,7,HR Specialist,61838,3,95,4,No,12,Master's,29,2
E12376,56,Female,HR,3,R&D Engineer,99091,1,89,4,Yes,2,Bachelor's,60,2
E12377,59,Male,IT,2,Manager,59343,5,80,4,Yes,21,Master's,41,5
E12378,56,Female,Finance,1,R&D Engineer,48988,2,78,4,No,10,Master's,72,3
E12379,57,Female,HR,16,Developer,42308,4,76,3,Yes,10,Master's,23,5
E12380,31,Male,IT,13,Analyst,62847,3,89,3,Yes,18,Bachelor's,56,3
E12381,51,Male,HR,3,Analyst,92622,1,93,2,No,26,High School,28,1
E12382,59,Female,Sales,14,Sales Executive,79728,4,67,5,No,7,Bachelor's,74,3
E12383,50,Male,Marketing,18,Manager,108822,3,61,1,No,18,PhD,66,3
E12384,25,Male,Marketing,11,R&D Engineer,86443,1,66,2,No,12,PhD,35,1
E12385,26,Female,Marketing,19,R&D Engineer,44530,2,94,3,No,2,Master's,24,1
E12386,25,Male,Finance,3,R&D Engineer,113513,4,57,5,Yes,2,Master's,23,1
E12387,57,Female,Marketing,2,Sales Executive,62526,1,57,1,Yes,14,PhD,51,5
E12388,37,Male,Marketing,6,Analyst,65196,1,57,2,Yes,21,PhD,51,3
E12389,46,Male,IT,4,R&D Engineer,108956,1,79,5,No,17,PhD,30,2
E12390,35,Female,IT,13,Sales Executive,60228,3,51,3,Yes,11,Master's,47,5
E12391,32,Female,R&D,8,HR Specialist,48648,4,62,2,No,18,PhD,50,2
E12392,50,Male,IT,15,HR Specialist,104112,3,85,5,No,15,Master's,46,3
E12393,55,Male,Finance,1,Analyst,70500,4,87,5,Yes,12,Master's,31,5
E12394,43,Female,R&D,16,Sales Executive,72052,5,87,3,No,9,Master's,33,2
E12395,35,Male,R&D,5,HR Specialist,107160,3,55,5,No,20,Bachelor's,28,5
E12396,45,Male,Marketing,13,Manager,51985,4,53,2,No,22,Master's,50,4
E12397,47,Male,Finance,17,Manager,69909,2,75,4,No,21,Master's,29,2
E12398,57,Male,Finance,2,Analyst,83816,1,83,3,Yes,11,PhD,61,4
E12399,37,Female,Finance,13,Developer,67597,3,80,2,Yes,1,Master's,31,3
E12400,59,Male,Finance,2,Developer,97865,5,86,4,Yes,23,Master's,66,1
E12401,53,Female,Finance,11,Sales Executive,46236,4,60,4,Yes,23,Bachelor's,48,5
E12402,27,Female,Finance,15,Analyst,56709,1,52,2,Yes,3,Master's,21,5
E12403,55,Male,R&D,9,Analyst,54982,5,52,2,Yes,27,High School,47,5
E12404,29,Female,Marketing,19,HR Specialist,62788,2,50,1,Yes,17,High School,20,3
E12405,51,Male,IT,4,HR Specialist,84194,3,96,4,No,5,Bachelor's,70,3
E12406,48,Male,R&D,17,Manager,115702,1,95,2,Yes,20,PhD,59,2
E12407,28,Female,HR,15,Manager,59974,4,55,4,No,20,Bachelor's,25,2
E12408,48,Female,HR,7,Analyst,110332,5,71,2,Yes,27,High School,61,3
E12409,46,Female,HR,13,HR Specialist,107769,2,60,4,Yes,23,High School,44,5
E12410,36,Male,Sales,8,HR Specialist,80752,2,75,5,No,5,PhD,39,1
E12411,46,Male,IT,1,Analyst,57910,5,91,3,No,24,Master's,64,3
E12412,43,Male,Marketing,9,Manager,103539,4,72,2,Yes,4,Master's,47,3
E12413,39,Female,Finance,18,HR Specialist,64874,2,87,4,No,29,High School,43,5
E12414,33,Female,HR,17,Developer,60276,3,55,5,Yes,11,Bachelor's,75,3
E12415,44,Female,IT,17,Sales Executive,71344,3,87,1,Yes,16,Master's,39,3
E12416,46,Female,Marketing,8,R&D Engineer,82218,1,80,4,No,3,Master's,36,2
E12417,31,Female,HR,3,R&D Engineer,106125,5,96,4,No,24,Bachelor's,42,5
E12418,51,Male,IT,11,Manager,76474,1,71,3,No,17,High School,31,2
E12419,31,Male,R&D,2,R&D Engineer,87885,3,52,5,No,10,High School,55,1
E12420,55,Female,Marketing,2,Developer,51468,3,75,4,No,22,PhD,23,2
E12421,34,Female,R&D,16,Analyst,72656,2,51,3,No,16,High School,56,4
E12422,50,Female,IT,17,Analyst,99502,1,71,1,No,14,Master's,73,4
E12423,59,Female,Finance,9,Sales Executive,90982,3,77,3,No,3,High School,40,5
E12424,30,Male,IT,1,HR Specialist,56789,1,64,3,No,6,High School,53,4
E12425,34,Female,IT,12,Developer,77112,5,55,5,Yes,4,PhD,52,2
E12426,58,Female,Sales,6,R&D Engineer,52842,2,81,2,No,18,Master's,38,4
E12427,35,Female,Finance,11,HR Specialist,59938,5,70,3,No,12,PhD,33,2
E12428,58,Male,R&D,6,R&D Engineer,115999,2,74,2,No,6,Master's,49,3
E12429,30,Male,IT,5,R&D Engineer,114371,2,70,1,Yes,7,PhD,39,2
E12430,29,Female,Finance,13,R&D Engineer,66094,1,68,5,No,12,PhD,44,5
E12431,24,Male,IT,1,Developer,62496,2,61,5,No,20,Master's,44,4
E12432,54,Female,Finance,16,Analyst,60970,4,59,5,Yes,4,Master's,74,5
E12433,53,Female,Marketing,19,Analyst,87672,4,87,5,Yes,14,Bachelor's,61,2
E12434,28,Female,HR,11,HR Specialist,83681,3,95,1,No,15,High School,25,4
E12435,40,Male,Sales,2,HR Specialist,103773,5,74,4,No,15,Master's,21,3
E12436,55,Female,HR,1,Developer,66790,1,65,1,Yes,3,Master's,73,4
E12437,35,Female,IT,13,Sales Executive,97766,3,94,4,No,27,High School,24,2
E12438,40,Male,IT,17,Analyst,72071,3,88,4,Yes,18,PhD,26,2
E12439,47,Male,Marketing,14,Developer,44732,1,77,3,Yes,7,PhD,20,1
E12440,38,Female,IT,17,Manager,72354,1,71,2,No,4,Bachelor's,23,1
E12441,49,Female,R&D,10,R&D Engineer,115531,1,51,2,No,24,PhD,48,1
E12442,40,Male,Finance,17,HR Specialist,58844,2,62,3,Yes,18,Bachelor's,48,4
E12443,48,Male,R&D,13,Analyst,43840,5,82,5,No,18,Bachelor's,45,1
E12444,40,Male,HR,6,Sales Executive,53274,1,51,4,No,6,Bachelor's,47,4
E12445,54,Female,IT,4,Sales Executive,79334,5,59,2,No,18,High School,62,1
E12446,28,Female,Marketing,4,Manager,113477,2,95,5,No,25,PhD,62,2
E12447,50,Male,Sales,14,HR Specialist,71712,3,85,1,Yes,15,PhD,26,3
E12448,26,Male,R&D,4,HR Specialist,75243,3,58,3,No,11,Master's,53,2
E12449,51,Female,HR,5,Developer,119984,5,69,1,Yes,23,Master's,48,4
E12450,29,Male,Marketing,14,Manager,67744,4,73,5,No,12,Bachelor's,55,3
E12451,33,Female,Marketing,15,R&D Engineer,93203,2,88,3,Yes,14,Bachelor's,25,1
E12452,34,Female,HR,8,Sales Executive,50244,5,60,2,Yes,5,Bachelor's,60,2
E12453,47,Female,Marketing,11,Sales Executive,71790,5,59,3,Yes,14,PhD,70,1
E12454,39,Male,Sales,7,Manager,65888,5,73,1,No,20,High School,22,1
E12455,41,Female,Sales,13,Manager,65257,5,64,5,No,29,PhD,44,3
E12456,37,Male,IT,14,Sales Executive,60374,5,72,5,Yes,27,Master's,53,5
E12457,58,Male,Finance,9,Manager,44677,4,54,4,No,7,Bachelor's,28,5
E12458,24,Male,IT,15,Manager,41329,2,89,2,No,15,High School,52,1
E12459,48,Male,Finance,8,HR Specialist,78629,4,91,4,Yes,10,Bachelor's,29,5
E12460,36,Female,HR,2,Manager,79939,2,98,2,No,27,PhD,68,3
E12461,55,Female,Marketing,12,Sales Executive,108174,4,64,4,Yes,14,Master's,22,2
E12462,43,Female,IT,16,Analyst,78036,4,50,5,Yes,16,Bachelor's,77,2
E12463,44,Male,Marketing,8,Sales Executive,46415,3,91,2,No,2,Master's,38,3
E12464,25,Female,IT,1,R&D Engineer,113029,2,51,1,No,27,High School,20,5
E12465,44,Female,IT,17,R&D Engineer,63175,2,86,2,Yes,12,PhD,47,5
E12466,30,Female,Sales,19,HR Specialist,61984,4,73,4,No,2,Master's,68,1
E12467,45,Female,Finance,13,Manager,83836,2,61,2,No,5,PhD,60,4
E12468,42,Male,HR,15,Sales Executive,110530,4,65,1,Yes,4,Master's,40,1
E12469,37,Male,Marketing,13,R&D Engineer,69613,3,85,4,Yes,6,High School,55,3
E12470,46,Female,IT,3,Developer,117245,5,60,4,No,4,Master's,48,2
E12471,47,Male,Marketing,16,Analyst,107606,2,93,5,Yes,22,High School,68,4
E12472,30,Male,Sales,9,Sales Executive,78140,2,90,2,Yes,29,Bachelor's,55,2
E12473,36,Male,HR,19,Manager,103111,1,63,5,No,21,Bachelor's,63,2
E12474,54,Female,Finance,8,HR Specialist,43987,2,78,1,No,7,Bachelor's,34,2
E12475,22,Female,Finance,8,Analyst,69749,4,85,5,No,23,High School,50,2
E12476,26,Male,IT,14,R&D Engineer,98259,4,51,3,No,16,High School,76,2
E12477,30,Male,HR,19,R&D Engineer,45377,5,84,1,Yes,23,Bachelor's,52,2
E12478,27,Male,Finance,13,Developer,64334,4,81,5,Yes,14,High School,56,4
E12479,49,Male,HR,3,Developer,43520,1,91,3,No,24,Bachelor's,68,2
E12480,47,Female,Marketing,5,Manager,81966,2,73,3,No,9,High School,52,2
E12481,49,Male,Sales,8,Developer,40865,2,76,4,No,14,PhD,34,2
E12482,36,Female,HR,6,Analyst,81068,5,71,3,Yes,18,PhD,44,4
E12483,27,Male,HR,5,R&D Engineer,108039,2,75,1,Yes,23,High School,40,1
E12484,48,Female,Finance,12,Developer,47051,2,85,2,Yes,10,Master's,76,4
E12485,59,Male,R&D,6,Manager,77586,5,97,1,No,1,Master's,70,1
E12486,25,Female,IT,8,R&D Engineer,40965,1,63,2,No,14,High School,28,1
E12487,32,Female,IT,7,Developer,95699,4,68,3,Yes,21,Bachelor's,44,2
E12488,42,Male,R&D,14,HR Specialist,88014,2,50,3,No,21,Master's,61,4
E12489,51,Male,R&D,9,R&D Engineer,85682,2,83,1,Yes,7,Master's,71,3
E12490,39,Female,R&D,17,Analyst,51044,3,50,1,No,16,PhD,48,3
E12491,56,Female,Marketing,19,R&D Engineer,117578,5,89,2,Yes,17,PhD,36,5
E12492,24,Male,Finance,6,R&D Engineer,110981,1,54,5,No,8,Master's,29,5
E12493,33,Male,Finance,19,Manager,103743,3,63,2,No,29,Bachelor's,47,4
E12494,48,Male,Sales,18,Manager,69210,3,76,1,Yes,1,Master's,36,5
E12495,51,Male,IT,1,HR Specialist,70505,4,51,5,Yes,25,Bachelor's,41,4
E12496,42,Female,Finance,5,Manager,58940,2,96,4,No,16,High School,75,5
E12497,59,Female,R&D,13,Sales Executive,71570,1,71,4,Yes,5,High School,71,3
E12498,42,Female,Marketing,11,Manager,63504,1,79,3,Yes,14,Bachelor's,51,1
E12499,59,Male,Sales,9,R&D Engineer,111431,5,60,2,Yes,15,Master's,48,2
E12500,36,Male,IT,10,R&D Engineer,82042,1,64,1,No,28,Bachelor's,39,3
E12501,39,Male,IT,19,Developer,115707,3,86,4,Yes,19,PhD,79,1
E12502,50,Female,IT,2,Manager,55326,5,66,5,No,9,High School,53,2
E12503,59,Male,Sales,8,Analyst,67453,5,88,2,No,24,PhD,69,3
E12504,42,Female,Marketing,18,Manager,84050,2,85,4,Yes,2,Master's,46,2
E12505,38,Male,Marketing,18,Analyst,57194,3,99,2,Yes,3,PhD,39,2
E12506,39,Female,Finance,2,R&D Engineer,44027,3,50,1,Yes,24,High School,69,4
E12507,58,Female,Finance,15,HR Specialist,119282,1,65,2,Yes,20,PhD,29,4
E12508,59,Female,IT,17,Sales Executive,68479,5,50,2,Yes,13,High School,35,5
E12509,33,Male,R&D,15,Developer,96897,4,68,2,No,8,PhD,28,5
E12510,32,Male,HR,15,Sales Executive,108421,5,97,1,Yes,11,High School,22,4
E12511,41,Male,Finance,13,Sales Executive,83482,2,58,1,No,25,High School,26,4
E12512,30,Male,Marketing,18,HR Specialist,66927,1,84,5,Yes,17,Bachelor's,24,2
E12513,22,Female,IT,15,Manager,45139,2,68,4,Yes,18,Master's,75,3
E12514,24,Female,Marketing,18,R&D Engineer,49666,1,83,4,Yes,21,Master's,39,1
E12515,42,Male,IT,19,Sales Executive,55399,1,58,3,No,11,PhD,35,2
E12516,44,Male,Sales,18,Developer,80805,1,83,5,Yes,6,High School,44,2
E12517,30,Male,Finance,15,Analyst,98897,3,91,1,Yes,24,Master's,41,5
E12518,40,Male,R&D,10,R&D Engineer,63435,1,62,3,No,13,PhD,59,1
E12519,40,Female,Sales,16,R&D Engineer,66607,3,63,1,No,16,Master's,42,3
E12520,44,Male,Finance,9,HR Specialist,83673,2,82,2,Yes,10,High School,48,3
E12521,48,Female,R&D,2,HR Specialist,58720,1,73,4,No,8,High School,38,2
E12522,48,Female,R&D,13,Sales Executive,92869,5,95,3,No,23,Master's,68,5
E12523,57,Female,R&D,1,R&D Engineer,51705,3,84,1,Yes,24,PhD,54,1
E12524,33,Male,Marketing,8,R&D Engineer,42232,3,64,2,Yes,26,PhD,65,4
E12525,48,Male,Marketing,6,Manager,112319,3,66,5,Yes,26,Master's,32,1
E12526,55,Male,HR,19,Sales Executive,78315,1,98,1,Yes,1,Bachelor's,25,2
E12527,54,Male,Marketing,19,Analyst,70388,1,70,4,No,15,PhD,24,2
E12528,49,Female,IT,2,Sales Executive,47322,3,52,4,Yes,24,Master's,39,1
E12529,52,Male,HR,18,R&D Engineer,89331,4,50,1,No,15,PhD,48,3
E12530,53,Female,IT,18,Manager,85907,2,63,5,Yes,19,High School,70,5
E12531,41,Male,HR,15,HR Specialist,54057,2,78,4,No,22,High School,66,2
E12532,56,Female,IT,16,Developer,57360,5,95,1,Yes,1,Bachelor's,60,4
E12533,52,Female,HR,13,HR Specialist,98098,5,56,2,Yes,7,Master's,51,4
E12534,52,Female,Finance,5,Manager,50416,5,89,4,Yes,29,High School,64,2
E12535,59,Male,R&D,18,HR Specialist,91402,3,66,3,Yes,6,Master's,45,5
E12536,43,Female,Finance,5,R&D Engineer,81203,1,74,1,Yes,19,High School,49,1
E12537,30,Female,HR,16,Sales Executive,98215,2,90,4,Yes,19,PhD,72,3
E12538,30,Male,Sales,6,Sales Executive,47030,2,96,2,Yes,29,High School,57,5
E12539,36,Female,HR,7,Sales Executive,86435,2,92,1,No,1,PhD,23,2
E12540,34,Male,Sales,1,Sales Executive,72590,5,76,4,Yes,19,Master's,62,2
E12541,43,Male,R&D,8,Manager,59157,1,60,2,No,13,Master's,53,3
E12542,37,Female,IT,7,Analyst,44114,5,84,2,No,9,PhD,70,1
E12543,53,Female,HR,7,Sales Executive,53084,2,60,1,Yes,19,Bachelor's,69,1
E12544,23,Male,Sales,7,HR Specialist,114690,2,67,3,No,5,Bachelor's,67,2
E12545,47,Female,R&D,1,Manager,46752,2,69,4,No,28,PhD,20,5
E12546,35,Male,HR,12,R&D Engineer,60823,5,55,4,No,9,Bachelor's,35,4
E12547,59,Male,Finance,11,Manager,88677,3,96,1,No,2,Bachelor's,62,2
E12548,55,Female,Finance,16,Developer,54754,3,65,2,Yes,21,Master's,55,1
E12549,29,Male,HR,1,Sales Executive,94832,3,96,5,Yes,5,Bachelor's,21,3
E12550,57,Female,HR,6,HR Specialist,64513,1,90,1,No,27,PhD,35,4
E12551,42,Female,Marketing,5,Analyst,98450,1,89,3,No,9,PhD,35,3
E12552,49,Male,R&D,12,Analyst,44646,2,51,5,No,14,Bachelor's,72,3
E12553,27,Female,Finance,17,R&D Engineer,85614,2,74,5,No,17,Master's,20,3
E12554,41,Female,IT,13,HR Specialist,87776,4,50,4,No,2,PhD,43,5
E12555,52,Female,HR,5,Manager,69018,3,97,2,Yes,14,Master's,41,3
E12556,54,Female,Marketing,15,HR Specialist,42737,5,51,3,No,19,Master's,58,5
E12557,28,Female,R&D,2,Developer,52187,5,56,4,Yes,26,High School,25,5
E12558,29,Female,HR,2,Manager,119531,4,63,3,No,28,Bachelor's,45,4
E12559,30,Male,Finance,16,R&D Engineer,117308,3,67,2,Yes,20,Master's,68,5
E12560,23,Female,Sales,12,Developer,62750,2,82,5,Yes,5,PhD,46,3
E12561,38,Male,R&D,4,Analyst,77927,3,78,1,No,4,High School,78,5
E12562,58,Male,Sales,9,R&D Engineer,89374,3,88,5,Yes,6,Bachelor's,55,2
E12563,38,Female,Finance,12,Sales Executive,105256,5,50,2,Yes,17,Bachelor's,44,3
E12564,59,Female,IT,2,Developer,92636,5,100,2,No,21,High School,57,1
E12565,56,Male,R&D,8,HR Specialist,50371,2,80,5,Yes,19,Bachelor's,66,5
E12566,51,Male,Marketing,14,Sales Executive,81296,2,94,3,Yes,20,Master's,21,5
E12567,27,Female,HR,11,Analyst,99794,5,93,5,Yes,5,High School,72,3
E12568,25,Male,HR,8,HR Specialist,90370,4,87,2,No,27,PhD,27,2
E12569,58,Male,HR,9,Developer,43833,4,76,5,Yes,10,Bachelor's,51,1
E12570,56,Female,Marketing,7,HR Specialist,99872,1,76,4,No,11,Master's,66,3
E12571,30,Male,Marketing,14,Sales Executive,104425,4,93,1,Yes,20,PhD,49,2
E12572,27,Male,Finance,7,HR Specialist,116241,5,94,1,No,26,PhD,23,5
E12573,34,Female,Marketing,10,Developer,110100,3,51,1,Yes,1,PhD,42,3
E12574,43,Female,HR,7,Manager,78201,2,69,2,Yes,1,PhD,58,3
E12575,49,Female,R&D,15,R&D Engineer,58263,3,97,1,No,7,Bachelor's,59,2
E12576,51,Female,HR,18,Analyst,65469,3,66,5,No,24,PhD,74,2
E12577,57,Male,Marketing,13,Analyst,100610,3,88,4,Yes,8,High School,54,3
E12578,23,Male,Marketing,4,Sales Executive,102352,1,88,5,Yes,19,High School,53,2
E12579,57,Male,Finance,12,HR Specialist,46432,3,57,5,Yes,1,PhD,77,2
E12580,29,Male,Sales,18,HR Specialist,52742,4,95,1,No,15,Bachelor's,40,4
E12581,30,Male,Marketing,7,Developer,71494,2,52,2,No,14,PhD,30,3
E12582,22,Female,Sales,4,Analyst,105289,3,50,4,Yes,25,Bachelor's,31,5
E12583,34,Male,IT,8,Analyst,81613,2,78,5,Yes,17,Bachelor's,76,5
E12584,36,Male,Sales,18,Sales Executive,58590,1,98,3,No,13,High School,35,3
E12585,53,Female,Marketing,6,Analyst,63299,4,80,2,No,23,Master's,40,1
E12586,55,Male,HR,9,Developer,107119,2,56,3,Yes,25,Bachelor's,52,4
E12587,52,Male,HR,12,Developer,97406,4,100,4,Yes,25,Bachelor's,51,3
E12588,35,Female,Marketing,9,R&D Engineer,51881,1,100,4,Yes,5,Master's,22,2
E12589,35,Female,Finance,15,R&D Engineer,85827,4,62,4,Yes,8,PhD,49,4
E12590,50,Male,R&D,13,Analyst,101646,5,89,5,Yes,29,High School,72,5
E12591,40,Female,Marketing,3,Sales Executive,118392,2,70,4,Yes,27,PhD,62,2
E12592,48,Male,Marketing,3,Developer,95649,3,80,4,Yes,7,Master's,73,4
E12593,30,Male,R&D,19,R&D Engineer,59020,5,75,2,No,5,Master's,23,3
E12594,58,Female,Finance,13,Sales Executive,100438,1,79,2,No,10,Master's,33,5
E12595,58,Male,Finance,12,HR Specialist,52665,3,82,2,Yes,20,Master's,65,3
E12596,49,Female,IT,6,Analyst,90612,4,83,1,No,13,Master's,65,1
E12597,45,Female,IT,18,HR Specialist,57522,2,99,5,No,9,Master's,54,4
E12598,49,Male,IT,9,HR Specialist,56079,1,51,4,No,26,Bachelor's,28,1
E12599,57,Male,Finance,17,Analyst,79450,4,54,3,No,16,PhD,71,1
E12600,39,Female,Sales,12,HR Specialist,80033,2,96,1,No,14,Bachelor's,46,1
E12601,46,Female,Marketing,17,Analyst,116448,5,89,3,Yes,6,Master's,62,3
E12602,56,Female,IT,15,R&D Engineer,45904,1,95,2,No,27,High School,22,4
E12603,25,Female,Sales,2,Sales Executive,59385,1,55,4,No,21,Bachelor's,50,2
E12604,35,Male,Marketing,4,HR Specialist,51549,5,77,1,Yes,5,Bachelor's,42,1
E12605,47,Female,R&D,9,HR Specialist,113464,3,68,3,Yes,10,Bachelor's,42,4
E12606,29,Male,R&D,12,Developer,79981,5,72,2,Yes,20,PhD,24,5
E12607,45,Female,R&D,2,HR Specialist,74941,3,97,3,Yes,13,High School,78,1
E12608,37,Female,Sales,4,Manager,116176,5,82,1,Yes,2,High School,77,5
E12609,41,Male,R&D,12,R&D Engineer,73765,5,77,1,No,15,PhD,73,4
E12610,36,Male,HR,2,HR Specialist,87749,1,63,4,No,11,High School,41,1
E12611,28,Female,HR,6,HR Specialist,51224,3,55,3,No,14,Master's,54,5
E12612,38,Male,R&D,7,Developer,67205,4,68,4,Yes,29,Master's,56,5
E12613,43,Male,Marketing,18,Manager,73123,4,51,3,No,22,High School,43,5
E12614,43,Male,Sales,5,Sales Executive,70310,2,56,1,No,25,Bachelor's,77,4
E12615,33,Male,Sales,10,Analyst,114673,1,79,3,No,8,Bachelor's,52,2
E12616,39,Female,R&D,18,HR Specialist,86242,1,83,2,No,18,Bachelor's,62,3
E12617,36,Male,Finance,11,Sales Executive,87726,1,59,4,Yes,13,High School,77,5
E12618,58,Female,IT,17,R&D Engineer,85816,2,85,1,No,11,Master's,53,2
E12619,37,Female,Marketing,11,Sales Executive,83410,2,50,2,No,12,Master's,41,4
E12620,26,Female,Sales,5,Analyst,101770,1,95,4,No,1,Bachelor's,39,1
E12621,23,Female,IT,6,Analyst,97782,3,81,3,No,13,Bachelor's,29,3
E12622,49,Male,R&D,14,Sales Executive,96671,1,76,5,Yes,25,Master's,20,4
E12623,48,Female,Marketing,16,Manager,77173,1,87,4,Yes,6,Master's,24,1
E12624,52,Female,Sales,14,Developer,118122,1,62,1,No,13,Master's,29,3
E12625,57,Male,R&D,1,Sales Executive,46543,5,83,2,No,26,Bachelor's,77,4
E12626,22,Male,HR,5,R&D Engineer,80316,4,93,3,Yes,12,High School,79,3
E12627,50,Male,Sales,5,R&D Engineer,89662,5,62,3,No,12,Master's,77,3
E12628,22,Female,HR,8,Analyst,104205,3,75,1,Yes,29,High School,58,5
E12629,29,Male,R&D,14,Developer,99250,5,60,2,Yes,20,High School,69,1
E12630,37,Female,HR,8,Analyst,81496,4,50,2,No,27,High School,69,2
E12631,49,Female,Finance,9,Sales Executive,67204,1,58,2,No,18,Master's,79,3
E12632,43,Female,R&D,3,Developer,50754,4,91,2,Yes,26,PhD,71,2
E12633,39,Male,R&D,10,Analyst,48899,1,73,5,Yes,16,PhD,28,1
E12634,43,Female,Finance,16,Analyst,79354,5,83,5,No,28,High School,32,4
E12635,33,Female,IT,11,R&D Engineer,96124,2,68,3,Yes,19,Bachelor's,46,3
E12636,40,Male,Marketing,2,Manager,115147,3,56,1,No,28,Master's,59,5
E12637,46,Female,IT,1,Analyst,116695,2,72,4,No,3,PhD,52,4
E12638,26,Male,Finance,10,HR Specialist,92806,2,54,3,Yes,4,PhD,68,2
E12639,55,Male,IT,6,Sales Executive,77399,3,70,5,Yes,23,Master's,49,5
E12640,31,Male,Marketing,8,HR Specialist,104265,2,100,2,Yes,17,Master's,57,4
E12641,28,Male,Marketing,6,Sales Executive,63232,3,84,1,Yes,27,Bachelor's,63,2
E12642,58,Male,Sales,2,Manager,78258,5,66,3,No,5,PhD,61,1
E12643,36,Male,IT,8,Sales Executive,116548,5,51,4,No,21,High School,43,4
E12644,45,Female,Finance,3,Manager,64417,2,91,4,Yes,25,PhD,34,5
E12645,47,Male,Sales,12,R&D Engineer,107692,4,77,2,No,5,Bachelor's,64,1
E12646,47,Female,IT,6,R&D Engineer,55870,1,100,2,Yes,28,High School,34,5
E12647,47,Female,R&D,19,Developer,114542,2,54,1,Yes,4,PhD,29,4
E12648,31,Female,Marketing,7,HR Specialist,95658,1,60,1,No,12,PhD,41,2
